Type,Book,FirstO,Appears,CA,Alphabetical Name,Full Name,First,Last,Common Name,Primary Name,Gender,Species,Time,Affiliation,Ajah,Dark?,Strength,Nationality,Birth Year,Description
Primary,Main,TSR,Yes,1,Jeordam,Jeordam,Jeordam,,Jeordam,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Aiel,Unknown,"An Aielman who was the son of Lewin, one of the first Aiel to use a weapon."
Primary,Main,TPoD,Yes,1,Jeordwyn Semaris,Jeordwyn Semaris den Tropan,Jeordwyn,Semaris,Jeordwyn,N/A,M,Human,Current,Illianer Noble,N/A,Unassigned,N/A,Illian,Unknown,An Illianer nobleman who was a member of the Council of the Nine. He was beardless with a narrow jaw.
Primary,Main,KoD,Yes,1,Jeorg Damentanis,Jeorg Damentanis,Jeorg,Damentanis,Damentanis,N/A,M,Human,Current,Merchant,N/A,Unassigned,N/A,Illian,Unknown,A stout Illianer merchant buying gems in Saldaea. He was dark-eyed with gray in his pointed beard.
Primary,Main,AMoL,No,0,Jer al'Hune,Jer al'Hune,Jer,al'Hune,Jer,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,"A boy in the Two Rivers whom Mat, as a teen, had saved from drowning."
Primary,Main,KoD,Yes,1,Jera,Jera,Jera,,Jera,N/A,F,Human,Current,Serving Girl,N/A,Unassigned,N/A,Altara,Unknown,"A serving girl at The White Ring in Maderin, Altara. She served Mat, Tuon and Selucia; Mat tipped her a silver penny."
Alias,Main,ACoS,N/A,N/A,Jeraal Mordeth,Jeraal Mordeth,Jeraal,Mordeth,Jeraal,Padan Fain,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,The name used by Padan Fain when he was in Cairhien advising Toram Riatin.
Primary,Main,TDR,Yes,1,Jeral Florry,Jeral Florry,Jeral,Florry,Florry,N/A,M,Human,Current,Innkeeper,N/A,Unassigned,N/A,Unknown,Unknown,"The innkeeper of The Good Queen in Aringill, Andor. Thom and Mat stayed in the stable at his inn."
Primary,Main,TGH,Yes,1,"Jeral, Child",Child Jeral,Jeral,,Jeral,N/A,M,Human,Current,Whitecloak,N/A,Unassigned,N/A,Unknown,Unknown,A young soldier in the Children of the Light who was sent with a message from Carridin to Geofram Bornhald.
Primary,Main,TPoD,Yes,1,Jerasid,Jerasid,Jerasid,,Jerasid,N/A,M,Human,Current,Farrier,N/A,Unassigned,N/A,Cairhien,Unknown,A Cairhienin farrier in Perrin’s camp in Ghealdan. He was just short of his middle years.
Primary,NS,NS,No,0,Jerid Najima,Jerid Najima,Jerid,Najima,Jerid,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Kandor,978 NE,A Kandori infant who was on Moiraine’s list of potential Dragons Reborn. He and his father were killed in a barn fire.
Primary,Main,LoC,Yes,1,Jerilin al'Caar,Jerilin al'Caar,Jerilin,al'Caar,Jerilin,N/A,F,Human,Current,Novice,N/A,Unassigned,Unknown,Andor,Unknown,A skinny Two Rivers girl with the ability to channel. She was among the young women recruited by Verin and Alanna.
Primary,Main,TSR,Yes,1,Jerinvar Barstere,Jerinvar Barstere,Jerinvar,Barstere,Master Barstere,N/A,M,Human,Current,Mayor,N/A,Unassigned,N/A,Andor,Unknown,"The mayor of Watch Hill, Andor. He was wide-nosed, leathery-faced and white-haired. He goes by ""Jer""."
Primary,Main,ToM,Yes,1,Jerum Nus,Jerum Nus,Jerum,Nus,Jerum,N/A,M,Human,Current,Whitecloak,N/A,Unassigned,N/A,Unknown,Unknown,A young Whitecloak soldier.
Primary,Main,CoT,Yes,1,Jesain,Jesain,Jesain,,Jesain,N/A,F,Human,Current,Wise One,N/A,Unassigned,Unknown,Aiel,Unknown,"A Wise One of the Shaido Aiel with the ability to channel. Very short for an Aiel, no more than 5'2"" tall."
Primary,Main,AMoL,Yes,1,Jesamyn,Jesamyn,Jesamyn,,Jesamyn,N/A,F,Human,Current,Kinswoman,N/A,Unassigned,Unknown,Unknown,Unknown,A member of the Kin. She was golden-haired and young-looking.
Primary,Main,LoC,Yes,1,Jesse Bilal,Jesse Bilal,Jesse,Bilal,Jesse,N/A,F,Human,Current,Aes Sedai,Brown,No,21(9),Unknown,752 NE,"An Aes Sedai of the Brown Ajah and a loyalist. About 5'1"" tall and wiry, she resembled a sparrow."
Primary,Main,ACoS,No,0,Jestian Redhill,Jestian Redhill,Jestian,Redhill,Jestian,N/A,F,Human,Historic,Aes Sedai,Unknown,No,Unknown,Unknown,Unknown,A historical Aes Sedai that Faile used as an example of Aes Sedai doing whatever the White Tower ordered.
Alias,Main,ToM,N/A,N/A,Jethari Moondancer,Jethari Moondancer,Jethari,Moondancer,Jethari,Birgitte Silverbow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Birgitte’s name in another life, in which she took Gaidal Cain to the Tower of Ghenjei to save him from a head wound."
Primary,Main,KoD,Yes,2,Jezrail,Jezrail,Jezrail,,Jezrail,N/A,F,Human,Current,Aes Sedai,Red,Turned,Unknown,Tear,Unknown,A Tairen Aes Sedai of the Red Ajah and the loyalist contingent. She was dark with a square face.
Primary,Main,TFoH,Yes,3,"Jharen, Mistress",Mistress Jharen,Mistress,Jharen,Mistress Jharen,N/A,F,Human,Current,Innkeeper,N/A,Unassigned,N/A,Amadicia,Unknown,"The innkeeper of The Light of Truth in Sienda, Amadicia. She was plump, with gray hair in long curls."
Primary,Main,TSR,Yes,7,Jheran,Jheran,Jheran,,Jheran,N/A,M,Human,Current,Aiel Clan Chief,N/A,Unassigned,N/A,Aiel,Unknown,A man of the Haido sept of the Shaarad Aiel and of the Sovin Nai society who was clan chief of the Shaarad.
Primary,Main,KoD,Yes,1,Jhoradin,Jhoradin,Jhoradin,,Jhoradin,N/A,M,Human,Current,Aiel Warrior,N/A,Unassigned,N/A,Aiel,Unknown,"A Mera’din who joined the Shaido and was Rolan’s friend. Squat for an Aielman, with blue eyes and red-gold hair."
Primary,Main,LoC,No,0,Jidar,Jidar,Jidar,,Jidar,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Saldaea,Unknown,A Saldaean soldier under Bashere in Caemlyn. He had odd ideas about Aes Sedai.
Primary,Main,WH,Yes,1,Jillari,Jillari,Jillari,,Jillari,N/A,F,Human,Current,Damane,N/A,Unassigned,Unknown,Seanchan,Unknown,A captured damane from Seanchan who was sent to Elayne. She felt that women who could channel must be collared.
Primary,Main,TEotW,Yes,1,Jillie Lewin,Jillie Lewin,Jillie,Lewin,Jillie,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,"A girl from Emond’s Field. When Egwene first carried water for the annual shearing, Jillie was seventeen."
Primary,Main,TPoD,Yes,1,Jillien,Jillien,Jillien,,Jillien,N/A,F,Human,Current,Goldsmith,N/A,Unassigned,N/A,Altara,Unknown,A plump Ebou Dari goldsmith who was at the Kin’s farm outside Ebou Dar. She fled along with Elayne and Nynaeve.
Primary,Main,ACoS,Yes,7,Jimar Chubain,Jimar Chubain,Jimar,Chubain,Chubain,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Unknown,Unknown,"High Captain of the White Tower Guard. He was a good soldier and a good enough general, but overly impetuous."
Primary,Main,TFoH,Yes,1,Jini,Jini,Jini,,Jini,N/A,F,Human,Current,Damane,N/A,Unassigned,Unknown,Seanchan,Unknown,A Seanchan damane who belonged to the Lady Morsa. She had short yellow hair and looked almost motherly.
Primary,Main,ACoS,Yes,1,Jinjin,Jinjin,Jinjin,,Jinjin,N/A,F,Human,Current,Damane,N/A,Unassigned,Unknown,Unknown,Unknown,One of two damane present at Morgase’s meeting with Suroth. The other present was Pura.
Primary,Main,LoC,Yes,4,Jisao Hamora,Jisao Hamora,Jisao,Hamora,Jisao,N/A,M,Human,Current,Youngling,N/A,Unassigned,N/A,Unknown,Unknown,"A Youngling with Gawyn. He had a boy’s grin, but wore the silver tower on his collar that marked him a veteran."
Primary,Main,LoC,No,0,Joal Ramedar,Joal Ramedar,Joal,Ramedar,Joal Ramedar,N/A,M,Human,Historic,King,N/A,Unassigned,N/A,Aldeshar,Unknown,"The last king of Aldeshar, a nation from after the Trolloc Wars, and the father of Endara Casalain."
Alias,Main,LoC,N/A,N/A,Joana,Joana,Joana,,Joana,Birgitte Silverbow,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,A name Birgitte went by in a past life.
Primary,Main,ToM,Yes,1,Joao,Joao,Joao,,Joao,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Shienar,Unknown,One of the group of Shienaran soldiers who joined Lan in eastern Kandor as he traveled toward Tarwin’s Gap.
Alias,Main,TFoH,N/A,N/A,Joar Addam Nessosin,Joar Addam Nessosin,Joar,Addam Nessosin,Joar,Asmodean,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Asmodean’s name in the Age of Legends.
Primary,Main,TSR,No,0,"Joelin, Child",Child Joelin,Joelin,,Child Joelin,N/A,M,Human,Current,Whitecloak,N/A,Unassigned,N/A,Unknown,Unknown,A Child of the Light. Dain Bornhald sent him and Gomanes with Ordeith to find out what he was up to.
Primary,Main,TFoH,No,0,"Johanin, King",King Johanin,Johanin,,Johanin,N/A,M,Human,Current,King,N/A,Unassigned,N/A,Ghealdan,Unknown,A king of Ghealdan. He stripped Logain of his land and titles when Logain declared himself the Dragon Reborn.
Primary,Main,TFoH,No,0,Joinde,Joinde,Joinde,,Joinde,N/A,F,Human,Current,Maiden of the Spear,N/A,Unassigned,N/A,Aiel,Unknown,A woman of the Black Rock sept of the Shaarad Aiel and Far Dareis Mai.
Primary,Main,TDR,Yes,1,Joiya,Joiya,Joiya,,Joiya,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,"A child that Egwene had with Rand, during her Accepted test."
Primary,Main,TDR,Yes,5,Joiya Byir,Joiya Byir,Joiya,Byir,Joiya,N/A,F,Human,Current,Aes Sedai,Gray,Yes,28(16),Andor,828 NE,An Andoran Aes Sedai of the Gray Ajah and Black Ajah in truth. She was a handsome woman with a friendly face.
Primary,Main,TFoH,Yes,1,Jol,Jol,Jol,,Jol,N/A,M,Human,Current,Lensmaker,N/A,Unassigned,N/A,Cairhien,Unknown,One of Kin Tovere’s apprentice lensmakers in Cairhien. He helped set up the large looking glasses.
Primary,Main,TDR,Yes,4,Jolien,Jolien,Jolien,,Jolien,N/A,F,Human,Current,Maiden of the Spear,N/A,Unassigned,N/A,Aiel,Unknown,A woman of the Salt Flat sept of the Nakai Aiel and Far Dareis Mai. She had red-gold hair and blue eyes.
Primary,Main,TSR,Yes,21,Joline Maza,Joline Maza,Joline,Maza,Joline,N/A,F,Human,Current,Aes Sedai,Green,No,17(5),Unknown,899 NE,"An Aes Sedai of the Green Ajah. About 5'4"" tall, with dark brown hair and large brown eyes, she was quite pretty."
Primary,Main,TSR,Yes,1,Jom,Jom,Jom,,Jom,N/A,M,Human,AoL,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,A man from the Age of Legends. He was wide-shouldered with a narrow beard and dark hair.
Primary,Main,TDR,No,0,Jon,Jon,Jon,,Jon,N/A,M,Human,Current,Blacksmith,N/A,Unassigned,N/A,Ghealdan,Unknown,"A blacksmith in Jarra, Ghealdan. Rilith, who was young enough to be his daughter, suddenly asked him to marry her."
Primary,Main,LoC,Yes,3,Jon Ayellin,Jon Ayellin,Jon,Ayellin,Jon,N/A,M,Human,Current,Farmer,N/A,Unassigned,N/A,Andor,Unknown,A Two Rivers farmer. He was bald and hulking. Jon and Thad Torfinn went to Faile to settle a boundary dispute.
Primary,Main,TSR,Yes,1,Jon Gaelin,Jon Gaelin,Jon,Gaelin,Jon,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Andor,Unknown,A Two Rivers farmer. His farm lay on the North Road. Jon joined Perrin’s army at Malden.
Primary,Main,WH,No,0,Jon Skellit,Jon Skellit,Jon,Skellit,Jon,N/A,M,Human,Current,Barber,N/A,Unassigned,N/A,Unknown,Unknown,A barber in the Royal Palace in Caemlyn who served in the palace under Morgase. He was later identified as a spy.
Primary,Main,TEotW,Yes,6,Jon Thane,Jon Thane,Jon,Thane,Jon,N/A,M,Human,Current,Miller,N/A,Unassigned,N/A,Andor,Unknown,The miller of Emond’s Field and a member of the Village Council. His son Lem also saw the Fade that Rand did.
Primary,Main,TSR,Yes,1,Jonai,Jonai,Jonai,,Jonai,N/A,M,Human,Historic,Da'shain Aiel,N/A,Unassigned,N/A,Unknown,Unknown,"A Da’shain Aiel man who lived at the time of the Breaking. The son of Coumin, he married Alnora, a Dreamer."
Primary,Main,LoC,Yes,6,Jonan Adley,Jonan Adley,Jonan,Adley,Adley,N/A,M,Human,Current,Asha'man,N/A,Unassigned,Unknown,Altara,974 NE,An Asha’man from Altara. He could channel just enough to make a gateway of usable size.
Primary,Main,ToM,No,0,"Jonasim, Queen",Queen Jonasim,Jonasim,,Jonasim,N/A,F,Human,Historic,Queen,N/A,Unassigned,N/A,Saldaea,Unknown,A queen of Saldaea whose son had a gambling problem. Faile used her as an example that no leader was perfect.
Primary,Main,ACoS,Yes,4,Jondyn Barran,Jondyn Barran,Jondyn,Barran,Jondyn,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Andor,Unknown,An old Two Rivers man who was respected by the Aiel as a skilled woodsman. A grizzled fellow who liked to spit.
Primary,Main,TFoH,Yes,2,Joni Shagrin,Joni Shagrin,Joni,Shagrin,Joni,N/A,M,Human,Current,Retired Soldier,N/A,Unassigned,N/A,Andor,Unknown,An Andoran man who was once a Senior Bannerman of the Queen’s Guards. He was big and balding with white hair.
Primary,Main,ToM,Yes,8,Jonneth Dowtry,Jonneth Dowtry,Jonneth,Dowtry,Jonneth,N/A,M,Human,Current,Asha'man,N/A,Unassigned,Unknown,Andor,Unknown,A young man from Emond’s Field. He was the grandson of Buel Dowtry. Taim recruited him to the Black Tower.
Primary,Main,AMoL,Yes,1,Jophil,Jophil,Jophil,,Jophil,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Malkier,Unknown,Lan’s bald Malkieri standard-bearer in the Last Battle.
Primary,Main,TDR,No,0,"Jorath, Widow",Widow Jorath,Widow,Jorath,Widow Jorath,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,"A woman in Jarra, Ghealdan, who dragged old Banas through the wedding arches after Rand passed through the town."
Primary,Main,TGS,Yes,1,Jorgin,Jorgin,Jorgin,,Jorgin,N/A,M,Human,Current,Torturer,N/A,Unassigned,N/A,Unknown,Unknown,A purported chandler who was actually a talented torturer; he worked for Milisair Chadmar.
Primary,Main,LoC,Yes,3,Jori,Jori,Jori,,Jori,N/A,M,Human,Current,Warder,N/A,Unassigned,N/A,Unknown,Unknown,"Morvrin’s Warder. He was about 5'4"" tall, almost as wide as he was tall, bald and square-faced."
Primary,Main,TPoD,Yes,10,Jori Congar,Jori Congar,Jori,Congar,Jori,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,A Two Rivers man. He was skinny although he ate twice as much as anyone else.
Primary,WoTC,WotC,No,0,Jorille Mondevin,Jorille Mondevin,Jorille,Mondevin,Jorille,N/A,F,Human,Historic,Historian,N/A,Unassigned,N/A,Kandor,Unknown,The Royal Historian to the Court of Ethenielle of Kandor; she wrote the introduction to “The Strike at Shayol Ghul.”
Primary,Main,TFoH,No,0,Jorin Arene,Jorin Arene,Jorin,Arene,Jorin,N/A,M,Human,Current,Merchant,N/A,Yes,N/A,Amadicia,Unknown,"A Darkfriend merchant in Amador, and the husband of Amellia. His mind was profoundly damaged by Temaile."
Primary,Main,TSR,Yes,3,Jorin din Jubai White Wing,Jorin din Jubai White Wing,Jorin,din Jubai White Wing,Jorin,N/A,F,Human,Current,Windfinder,N/A,Unassigned,Unknown,Sea Folk,Unknown,"The Sea Folk Windfinder of the Wavedancer and sister to its Sailmistress, Coine. Jorin could channel."
Primary,Main,TGS,No,0,Jorlen Corbesan,Jorlen Corbesan,Jorlen,Corbesan,Jorlen,N/A,M,Human,AoL,Ancient Aes Sedai,N/A,Unassigned,Unknown,Unknown,Unknown,An Aes Sedai from before the Breaking who made wondrous ter’angreal; he died when the Sharom was destroyed.
Primary,Main,ToM,No,0,Jorshem (1),Jorshem,Jorshem,,Jorshem,N/A,M,Human,Future,Uncertain,N/A,Unassigned,N/A,Aiel,Unknown,A man who taught Malidra to use a nail to scrape meat from a bone in Aviendha’s viewing of the future in Rhuidean.
Primary,Main,ToM,Yes,1,Jorshem (2),Jorshem,Jorshem,,Jorshem,N/A,M,Human,Future,Aiel Clan Chief,N/A,Unassigned,N/A,Unknown,Unknown,An Aiel clan chief. He was small with some Andoran blood. Seen in Aviendha’s viewing of the future in Rhuidean.
Primary,Main,ACoS,No,0,Josaine,Josaine,Josaine,,Josaine,N/A,F,Human,Current,Aes Sedai,Green,No,Unknown,Unknown,Unknown,An Aes Sedai of the Green Ajah and the loyalist contingent. A search of her rooms revealed an angreal.
Primary,NS,NS,No,0,Josef Najima,Josef Najima,Josef,Najima,Josef,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Kandor,Unknown,A Kandori man who was always lucky. His son was on Moiraine’s list of potential Dragons Reborn.
Primary,Main,TEotW,Yes,1,Joslyn Aybara,Joslyn Aybara,Joslyn,Aybara,Joslyn,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,Perrin’s mother. She was killed by Padan Fain along with the rest of her family.
Alias,Main,TDR,N/A,N/A,"Joslyn, Mistress",Mistress Joslyn,Mistress,Joslyn,Mistress Joslyn,Egwene al'Vere,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Egwene’s alias while aboard the Darter on the way from Jurene to Tear.
Primary,Main,TSR,No,0,"Jovarin, Master",Master Jovarin,Jovarin,,Jovarin,N/A,M,Human,Current,Mason,N/A,Unassigned,N/A,Unknown,Unknown,The head mason building a new wing on the White Tower library. Danelle was supposed to be watching him.
Primary,Main,ToM,No,0,Jowdry,Jowdry,Jowdry,,Jowdry,N/A,M,Human,Current,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,A victim of the gholam. He was found in Farrier’s Green with his throat ripped out and his body drained of blood.
Primary,Main,TDR,No,0,Juendan,Juendan,Juendan,,Juendan,N/A,F,Ogier,Historic,Uncertain,N/A,Unassigned,N/A,Unknown,Unknown,An ancient Ogier woman who was the grandmother of Moilin.
Primary,Main,TPoD,Yes,1,Juilaine Madome,Juilaine Madome,Juilaine,Madome,Juilaine,N/A,F,Human,Current,Aes Sedai,Brown,No,21(9),Ghealdan,903 NE,"A Ghealdanin Aes Sedai of the Brown Ajah. About 5'7"" tall, dark-eyed and very attractive with almost black hair."
Primary,Main,TDR,Yes,48,Juilin Sandar,Juilin Sandar,Juilin,Sandar,Juilin,N/A,M,Human,Current,Thief Catcher,N/A,Unassigned,N/A,Tear,961 NE,"A Tairen thief-catcher. He was about 5'10"" tall, and lean, with skin as dark as old roots. Sometimes called ""Sandar""."
Primary,Main,TGH,Yes,3,Juin son of Lacel son of Laud,Juin son of Lacel son of Laud,Juin,,Juin,N/A,M,Ogier,Current,Uncertain,N/A,Unassigned,N/A,Stedding Tsofu,Unknown,An Ogier in Stedding Tsofu.
Primary,Main,CoT,Yes,2,Julanya Fote,Julanya Fote,Julanya,Fote,Julanya,N/A,F,Human,Current,Kinswoman,N/A,Unassigned,16(4),Unknown,Unknown,"A member of the Kin. Plump and pretty, with some white in her dark hair, Julanya spent twenty years as a peddler."
Primary,Main,LoC,Yes,37,Jur Grady,Jur Grady,Jur,Grady,Grady,N/A,M,Human,Current,Asha'man,N/A,Unassigned,Unknown,Andor,972 NE,An Andoran Asha’man. He was stocky and dark-eyed with a weathered farmer’s face. Married to Sora.
Primary,Main,CoT,No,0,Jurad Accan,Jurad Accan,Jurad,Accan,Jurad,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Unknown,Unknown,A soldier under Lord Luan Norwelyn in Andor.
Primary,NS,NS,Yes,1,Jurad Shiman,Jurad Shiman,Jurad,Shiman,Jurad,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Kandor,Unknown,"An officer at the Aesdaishar Palace in Chachin, Kandor. He had ridden with Lan in the south during the Aiel War."
Primary,Main,TDR,Yes,2,Jurah Haret,Jurah Haret,Jurah,Haret,Haret,N/A,M,Human,Current,Innkeeper,N/A,Unassigned,N/A,Unknown,Unknown,"The innkeeper of The Star in Tear. He was stout with a round face and balding. Also called ""Jurah"" and ""Master Haret""."
Primary,Main,TFoH,Yes,1,Juranai,Juranai,Juranai,,Juranai,N/A,M,Human,Current,Aiel Warrior,N/A,Unassigned,N/A,Aiel,Unknown,An Aielman who was leader of Aethan Dor. He was slender with streaks of white in his pale brown hair.
Primary,Main,LoC,No,0,Juric,Juric,Juric,,Juric,N/A,M,Human,Current,Aiel Warrior,N/A,Unassigned,N/A,Aiel,Unknown,"An Aielman serving as gai’shain to Amys. After his time as gai’shain was up, he refused to put off the white."
Primary,NS,NS,Yes,1,Jurine Najima,Jurine Najima,Jurine,Najima,Jurine,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Kandor,Unknown,A Kandori woman whose son was on Moiraine’s list of potential Dragons Reborn.
Primary,Main,TDR,No,0,Jurith Dorine,Jurith Dorine,Jurith,Dorine,Jurith,N/A,U,Human,Historic,Author,N/A,Unassigned,N/A,Almoren,Unknown,"The Right Hand to the Queen of Almoren, and the author of Commentaries on the Prophecies of the Dragon."
Primary,Main,TDR,No,0,"Kadar, King",King Kadar,Kadar,,Kadar,N/A,M,Human,Unknown,King,N/A,Unassigned,N/A,Unknown,Unknown,One of the kings in the gleeman tale “Mara and the Three Foolish Kings.”
Primary,Main,ToM,Yes,2,Kaila Bent,Kaila Bent,Kaila,Bent,Kaila,N/A,F,Human,Current,Queen's Guard,N/A,Unassigned,N/A,Unknown,Unknown,A member of the Queen’s Guard who brought word to Birgitte that an intruder had been picked up entering the city.
Primary,Main,ToM,Yes,1,Kainea,Kainea,Kainea,,Kainea,N/A,F,Human,Current,Maiden of the Spear,N/A,Unassigned,N/A,Aiel,Unknown,"A Maiden with dark hair, unusual for an Aiel."
Primary,Main,LoC,Yes,5,Kairen Stang,Kairen Stang,Kairen,Stang,Kairen,N/A,F,Human,Current,Aes Sedai,Blue,No,18(6),Andor,937 NE,"An Andoran Aes Sedai of the Blue Ajah and the rebel contingent. About 5'4"" tall, she had blue eyes and an oval face."
Primary,Main,ToM,Yes,1,Kaisea,Kaisea,Kaisea,,Kaisea,N/A,F,Human,Current,Sul'dam,N/A,Unassigned,Unknown,Seanchan,Unknown,"A Seanchan sul’dam of the low Blood. Tall, with long black hair worn in a braid."
Primary,Main,ToM,Yes,10,Kaisel Noramaga,Kaisel Noramaga,Kaisel,Noramaga,Kaisel,N/A,M,Human,Current,Kandori Noble,N/A,Unassigned,N/A,Kandor,Unknown,"Ethenielle’s grandson, a prince of Kandor. He joined Lan and served with him at Tarwin’s Gap."
Primary,Main,TGH,Yes,1,"Kajin, Lord",Lord Kajin,Kajin,,Kajin,N/A,M,Human,Current,Shienaran Noble,N/A,Unassigned,N/A,Shienar,Unknown,"A Shienaran nobleman encountered by Rand in Fal Dara. He was about 6'4"" to 6'5"" tall, and lean and lanky."
Primary,Main,CoT,No,0,Kalia,Kalia,Kalia,,Kalia,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Seanchan,Unknown,Furyk Karede’s wife. They had three sons together; two followed Karede into the Deathwatch Guards.
Primary,Main,TPoD,Yes,3,Kalyan Ramsin,Kalyan Ramsin,Kalyan,Ramsin,Kalyan,N/A,M,Human,Current,Saldaean Noble,N/A,Unassigned,N/A,Saldaea,Unknown,"One of Saldaean Queen Tenobia’s many uncles. He was scarred and grizzled, with the face of a leathery eagle."
Alias,World,World,N/A,N/A,Kamarile Maradim Nindar,Kamarile Maradim Nindar,Kamarile,Maradim Nindar,Kamarile,Graendal,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Graendal’s name in the Age of Legends.
Primary,NS,NS,Yes,1,Kamile Noallin,Kamile Noallin,Kamile,Noallin,Kamile,N/A,F,Human,Current,Banker,N/A,Unassigned,N/A,Kandor,Unknown,"A banker in Chachin, Kandor, whom Moiraine visited to cash in a letter-of-rights. In her middle years, she was lovely."
Primary,Main,ToM,Yes,1,Kanara,Kanara,Kanara,,Kanara,N/A,F,Human,Current,Maiden of the Spear,N/A,Unassigned,N/A,Aiel,Unknown,A Maiden of the Spear who guarded Rand in the city of Tear.
Primary,Main,ToM,Yes,1,Kappre,Kappre,Kappre,,Kappre,N/A,M,Human,Current,Soldier,N/A,Unassigned,N/A,Unknown,Unknown,A member of Ituralde’s forces in Saldaea. Ituralde sent him to Alin with a message.
Primary,Main,WH,Yes,1,Kara Defane,Kara Defane,Kara,Defane,Kara,N/A,F,Human,Current,Damane,N/A,Unassigned,Unknown,Toman Head,Unknown,A Wise Woman in a fishing village near Toman Head. She was taken by the Seanchan and made damane.
Primary,Main,KoD,No,0,Karale Sanghir,Karale Sanghir,Karale,Sanghir,Karale,N/A,F,Human,Current,Aes Sedai,Gray,Yes,Unknown,Arad Doman,Unknown,A Domani Aes Sedai of the Gray Ajah publicly and of the Black Ajah in truth. Of the loyalist contingent.
Primary,Main,AMoL,Yes,1,Karam,Karam,Karam,,Karam,N/A,M,Human,Current,Andoran Noble,N/A,Unassigned,N/A,Andor,Unknown,"A young lord of a minor Andoran House, loyal to Sarand. He and Jarid Sarand were friends from childhood."
Primary,NS,NS,No,0,"Kareil, Lady",Lady Kareil,Lady,Kareil,Lady Kareil,N/A,F,Human,Current,Kandori Noble,N/A,Unassigned,N/A,Kandor,Unknown,A young Kandori noblewoman who sent soldiers to the Aiel War. She was a patron to Josef Najima and his wife.
Primary,World,World,No,0,Karella Fanway,Karella Fanway,Karella,Fanway,Karella,N/A,F,Human,Historic,Aes Sedai,Unknown,No,Unknown,Unknown,Unknown,An Aes Sedai who lived at the time of the formation of the White Tower.
Primary,Main,TEotW,Yes,1,Kari al'Thor,Kari al'Thor,Kari,al'Thor,Kari,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,The daughter of an Andoran merchant from Caemlyn who ran a trading house in Illian. She married Tam al’Thor.
Primary,Main,TEotW,No,0,Kari Thane,Kari Thane,Kari,Thane,Kari,N/A,F,Human,Current,Uncertain,N/A,Unassigned,N/A,Andor,Unknown,An Emond’s Field girl. Egwene thought she might be able to channel.
Primary,Main,TEotW,No,0,"Karil, Goodwife",Goodwife Karil,Karil,,Goodwife Karil,N/A,F,Human,Unknown,Story Character,N/A,Unassigned,N/A,Unknown,Unknown,A woman in the story “How Goodwife Karil Cured Her Husband of Snoring.”
Primary,NS,NS,Yes,1,Karile,Karile,Karile,,Karile,N/A,M,Human,Current,Warder,N/A,Unassigned,N/A,Unknown,Unknown,"One of Kerene’s Warders. He was massive, with golden hair and a golden beard that gave him the aspect of a lion."
Primary,Main,TFoH,Yes,6,Karind Anshar,Karind Anshar,Karind,Anshar,Karind,N/A,F,Human,Current,Andoran Noble,N/A,Unassigned,N/A,Andor,Unknown,"An Andoran noblewoman, High Seat of House Anshar. Stolid and about 5'4"" tall, she had gray streaks in her dark hair."
Primary,Main,ACoS,Yes,5,Karldin Manfor,Karldin Manfor,Karldin,Manfor,Karldin,N/A,M,Human,Current,Asha'man,N/A,Unassigned,Unknown,Andor,981 NE,"An Andoran Asha’man. He was one of the early Asha’man, a pale-haired youth with blue-gray eyes."
Primary,Main,TGS,No,0,Karm,Karm,Karm,,Karm,N/A,M,Human,Current,Quartermaster,N/A,Unassigned,N/A,Seanchan,Unknown,Tylee Khirgan’s longtime quartermaster. He was a solid man who made very few mistakes.
